Order ID,Order Date,Region,Product Category,Sales Amount,Quantity Sold,Discount (%),Profit,Profit Margin
58f9a449,05-04-24,West,Furniture,2558.60,23,42,878.34,34%
bcaff302,02-04-23,North,Clothing,2177.70,1,11,1068.29,49%
b61f6534,18-12-23,North,Electronics,2934.80,15,18,300.43,10%
6e523a00,20-05-23,North,Sports,2745.38,44,1,1568.88,57%
cec0af41,12-12-23,West,Groceries,2859.12,40,29,568.00,20%
db088ce8,30-03-24,North,Furniture,3305.22,42,28,1931.74,58%
60fd33bd,23-02-23,West,Sports,2827.82,46,31,1584.93,56%
cb5a92e2,12-02-23,West,Groceries,3480.93,41,24,1849.09,53%
b8cd421e,03-11-24,South,Clothing,4247.59,44,12,1609.05,38%
84329757,07-04-24,North,Electronics,3825.60,47,32,681.35,18%
604d5d80,22-11-22,East,Clothing,1973.47,29,4,791.29,40%
bf8dd3ec,19-10-23,North,Sports,3923.08,4,29,1835.57,47%
f7b4d42a,11-07-24,East,Groceries,3173.37,25,4,1853.29,58%
dd4efc10,31-05-24,North,Furniture,1198.44,24,13,1422.59,119%
c016a5da,07-01-24,East,Electronics,610.53,27,9,1833.67,300%
8e7d949a,18-08-23,North,Clothing,1101.88,44,1,673.23,61%
14fb96f0,24-03-23,South,Electronics,1908.94,8,3,1555.86,82%
9.94E+80,12-05-24,North,Electronics,1177.30,23,30,1827.85,155%
331b1142,14-06-23,South,Electronics,577.89,49,19,267.72,46%
5840eab6,12-01-24,North,Electronics,1745.34,42,20,1616.60,93%
30a034ee,21-11-22,West,Furniture,674.62,13,21,1870.95,277%
88e80ecf,21-12-22,West,Sports,4196.06,12,23,1028.43,25%
cb33204a,05-09-24,East,Electronics,2394.21,10,30,1184.17,49%
96212cff,24-07-24,South,Clothing,2646.24,31,35,1525.72,58%
d8d072ce,27-12-22,West,Electronics,3225.38,45,11,1101.62,34%
1c09d203,08-11-24,East,Sports,3693.76,18,32,160.03,4%
7f0fefb2,20-02-23,West,Groceries,4848.44,47,7,158.30,3%
22284d7b,30-03-24,East,Clothing,2730.31,4,19,1713.66,63%
678df611,23-10-24,North,Sports,4807.63,21,16,174.32,4%
bedae4cd,05-12-23,East,Furniture,974.15,39,45,1048.24,108%
def1e06a,15-03-23,East,Furniture,4592.68,23,15,469.37,10%
708fd9d1,06-09-24,South,Furniture,1956.57,8,19,1850.20,95%
850d9930,02-09-24,East,Clothing,4223.45,13,0,1080.68,26%
7ac3b8ae,26-02-23,North,Electronics,4472.49,16,11,534.88,12%
abf77398,22-02-24,East,Sports,2694.52,19,21,474.82,18%
84a1d952,30-06-23,South,Groceries,3850.05,35,17,1192.07,31%
ba696610,23-01-24,North,Sports,1743.32,33,22,1108.52,64%
f7076585,09-12-22,North,Furniture,1638.11,7,13,34.02,2%
d08d54ef,24-03-24,North,Electronics,2209.16,38,48,346.98,16%
9de5ce27,22-04-23,South,Groceries,887.45,40,42,986.59,111%
f910e2b1,03-08-23,West,Groceries,2085.42,30,47,362.86,17%
fd85779b,13-12-23,East,Furniture,402.35,37,36,258.83,64%
d6d08cd2,01-01-24,West,Clothing,1783.45,21,7,1919.15,108%
ccdb445c,02-01-24,East,Electronics,2738.06,27,10,1530.62,56%
faf08e55,28-08-23,East,Furniture,297.26,3,40,524.31,176%
2e8f6c08,26-03-24,South,Electronics,2587.90,28,20,747.37,29%
17888688,22-07-23,West,Furniture,109.04,46,12,691.24,634%
54d31aca,19-05-23,East,Furniture,3294.71,29,3,1834.46,56%
83640645,16-01-23,West,Furniture,1076.33,42,37,679.55,63%
601ba3c0,12-07-24,South,Furniture,1336.83,32,14,47.56,4%
2a66d9da,27-04-24,East,Clothing,4895.27,14,17,1821.84,37%
3b5e7436,07-11-24,East,Clothing,3580.56,30,12,904.30,25%
2d3f00be,04-01-24,West,Furniture,498.88,4,6,668.54,134%
e9f128bf,22-07-23,North,Sports,3036.52,23,0,1299.29,43%
4e5aec86,12-06-23,East,Electronics,4987.84,36,22,1007.52,20%
64fe573f,13-02-23,East,Groceries,2375.64,20,17,1729.40,73%
dcef9078,03-10-24,West,Groceries,1407.18,29,13,1305.10,93%
a22ef715,24-12-23,South,Furniture,1602.34,18,15,833.30,52%
fc410028,29-12-22,South,Groceries,4735.20,46,34,1395.20,29%
a522aa99,27-06-24,West,Groceries,1036.70,34,25,470.03,45%
3e8571fa,02-12-23,West,Furniture,4743.26,46,35,1490.40,31%
1de238e2,28-11-22,East,Groceries,1095.41,9,0,444.96,41%
61280585,06-09-23,North,Clothing,3342.17,18,20,957.86,29%
c38b63b8,02-08-24,West,Electronics,2865.69,28,28,73.99,3%
22912dba,31-07-23,South,Clothing,930.72,10,16,1275.15,137%
4c10805c,27-11-23,South,Clothing,4037.30,10,2,1075.04,27%
09d1bfe9,12-03-23,South,Electronics,4617.19,8,10,532.32,12%
43ee6106,15-01-23,North,Groceries,4250.90,1,48,608.16,14%
a918b513,18-09-23,North,Clothing,4407.30,14,38,528.52,12%
c5325e56,22-08-23,North,Sports,1400.73,43,14,238.11,17%
ced98637,07-07-24,West,Sports,1710.47,23,7,1738.71,102%
d59f2fdd,05-08-24,East,Groceries,4056.57,11,18,1106.29,27%
f3db9019,13-07-23,North,Groceries,2942.10,21,15,1685.68,57%
6e2b0140,13-01-24,East,Sports,423.33,33,15,1287.84,304%
c893cc0b,23-09-23,South,Groceries,4954.89,36,50,1916.19,39%
46843679,11-07-23,North,Groceries,1910.42,32,18,835.58,44%
fc513c67,27-06-23,North,Clothing,2761.80,5,48,1046.47,38%
9909db75,14-04-23,South,Electronics,3015.14,2,36,1256.97,42%
f02f8ed7,30-09-23,West,Groceries,4206.34,1,20,1088.83,26%
2f48431e,11-05-23,South,Furniture,1888.81,31,40,660.19,35%
b0f1a2cf,22-08-24,North,Furniture,1422.16,5,48,1217.92,86%
7ac95008,06-04-23,West,Groceries,3177.01,17,25,1100.14,35%
8235ab5b,04-01-23,North,Furniture,4417.60,40,42,417.29,9%
43d0aba9,04-03-23,North,Groceries,2627.05,43,46,1121.27,43%
e7433eb9,01-04-23,North,Sports,4474.62,17,18,448.04,10%
33c8c9bb,07-08-24,North,Furniture,4965.12,31,12,765.35,15%
7663fbdd,24-11-23,East,Clothing,4516.49,15,26,1216.16,27%
9876905b,25-06-23,East,Sports,4140.25,1,50,514.32,12%
03f331c8,09-07-23,East,Groceries,3184.36,24,45,1396.16,44%
d8cae91b,27-02-23,West,Electronics,4408.40,39,46,1346.37,31%
9bc42c17,02-01-24,East,Electronics,514.27,18,13,1260.46,245%
83b266dd,17-08-24,West,Sports,660.57,17,19,1429.54,216%
8400d5b6,27-06-24,North,Electronics,2967.60,50,1,1160.77,39%
35665c00,03-06-23,East,Furniture,3124.80,38,32,172.63,6%
e5fa344b,08-11-24,North,Groceries,3937.01,3,18,691.25,18%
0cf5d6e3,16-09-24,East,Electronics,212.21,48,6,1123.60,529%
99eb99b2,04-01-24,West,Furniture,3812.68,47,2,206.18,5%
14ce1f34,29-11-23,West,Clothing,2318.38,27,27,1876.92,81%
5ea12836,08-03-24,South,Clothing,4004.62,44,18,247.90,6%
0cdbeb85,07-06-23,North,Electronics,3812.57,4,23,1965.68,52%
b433993f,03-08-24,East,Clothing,3588.94,12,15,251.25,7%
427979d7,07-04-23,East,Electronics,2522.87,25,38,1603.77,64%
6b0598ba,05-11-23,North,Clothing,4966.27,35,15,1289.54,26%
c9c76cb3,11-03-24,West,Furniture,2535.28,15,13,1635.53,65%
35ea6b8c,15-05-23,West,Electronics,2454.44,11,25,1798.12,73%
6461924,10-09-24,East,Furniture,2746.40,7,13,1908.35,69%
86e97f25,04-01-24,South,Furniture,1415.99,37,46,456.31,32%
b2177f89,27-12-22,North,Electronics,4695.88,12,31,1346.31,29%
cfecd201,08-12-22,East,Furniture,3984.15,24,34,399.04,10%
bf3233b5,27-11-22,East,Furniture,2495.47,21,48,248.85,10%
ff58c93f,07-05-24,North,Sports,1254.19,40,0,218.12,17%
edd9264f,03-09-24,South,Electronics,2623.22,39,22,561.27,21%
bee88116,08-02-24,West,Electronics,2697.36,10,44,1654.37,61%
ca1571fc,25-12-23,South,Clothing,4013.32,33,1,144.05,4%
ded40f67,12-02-23,West,Groceries,4200.73,37,31,1709.79,41%
e7466cdc,30-05-23,East,Clothing,920.41,12,39,1209.65,131%
dcef3394,04-11-24,South,Clothing,3268.09,41,28,1799.32,55%
03aa77c6,23-11-22,West,Electronics,1072.73,46,34,925.07,86%
7eb8f8fb,07-12-23,East,Electronics,4668.49,49,16,1211.35,26%
75c7c3fe,06-06-23,North,Sports,485.33,47,27,616.31,127%
554c4c68,11-10-23,South,Furniture,1201.94,34,38,754.86,63%
b55e0c5a,22-07-23,East,Sports,2418.18,26,26,361.27,15%
14ed8f0b,05-03-24,West,Furniture,644.72,35,31,1025.16,159%
7aedc572,05-12-22,South,Groceries,1568.25,3,45,350.60,22%
b951f78d,31-01-24,East,Clothing,310.99,47,21,867.21,279%
5d158f93,02-09-24,North,Electronics,1452.67,39,23,1503.52,104%
305e561e,03-06-23,West,Clothing,3685.17,41,13,346.29,9%
d714b375,14-06-24,South,Furniture,1397.13,35,42,1549.06,111%
9914a7e2,22-04-23,East,Furniture,997.84,8,43,1877.75,188%
9f28da38,23-06-23,West,Groceries,1066.16,46,41,420.09,39%
d641afe5,23-06-24,North,Sports,4110.37,42,1,1656.23,40%
2736d280,23-09-24,South,Furniture,3418.20,23,49,1109.87,32%
dbb871c0,26-02-24,North,Electronics,986.89,11,17,1301.37,132%
5a22a100,27-09-23,South,Sports,382.33,34,15,1807.08,473%
fe7b1d99,05-10-24,West,Groceries,1720.08,34,50,1510.83,88%
7888fea9,29-06-24,West,Furniture,3580.65,30,29,1069.17,30%
4d0a81ff,30-12-22,East,Sports,2593.31,16,34,535.99,21%
0021cd21,09-03-24,West,Furniture,3737.32,48,17,1820.81,49%
fecd5ee3,14-06-23,South,Furniture,4115.94,48,42,1037.12,25%
28610fa1,23-07-24,West,Electronics,3533.08,36,15,281.88,8%
ef7c7093,02-07-24,South,Sports,3668.07,19,28,1312.96,36%
50a5df32,03-11-23,North,Electronics,3948.22,3,31,1000.64,25%
a775606b,16-10-24,South,Groceries,750.45,1,3,1555.43,207%
7ae1e11b,07-05-24,South,Sports,3845.05,22,34,904.99,24%
a3cb06e8,28-10-23,South,Furniture,807.33,28,27,1040.05,129%
7bdb4e44,05-12-22,East,Groceries,3455.58,19,34,95.39,3%
ec35320b,14-12-22,South,Electronics,885.34,19,1,338.11,38%
5df51bef,05-08-23,East,Furniture,68.99,5,43,1292.34,1873%
dbe6c61f,25-09-23,East,Clothing,3873.29,40,39,1683.50,43%
db1e5b2e,09-04-23,West,Clothing,419.46,47,18,1709.86,408%
f4cf5d7f,19-11-23,West,Electronics,4193.84,14,5,1873.81,45%
b97a8398,30-09-24,East,Sports,52.96,47,16,1960.53,3702%
ff3ca597,08-12-22,West,Furniture,1456.78,31,10,203.72,14%
98b85dc0,05-05-24,West,Furniture,1361.67,33,41,620.35,46%
8151f2c7,18-04-24,North,Electronics,2752.98,4,8,900.03,33%
27edba7e,12-11-23,North,Furniture,2384.64,46,13,191.19,8%
3b0b52af,07-05-23,West,Sports,150.95,45,34,1732.91,1148%
058d2dfb,07-04-23,West,Furniture,1407.45,23,15,728.54,52%
e4fffafb,26-01-23,East,Electronics,4411.17,4,12,206.61,5%
ed24aaaf,04-10-23,North,Electronics,1437.04,16,29,1648.95,115%
522a6fe9,29-07-24,South,Furniture,2052.68,24,16,337.63,16%
7cdc7616,07-02-24,West,Groceries,2380.50,21,49,979.86,41%
1d499a30,17-02-23,North,Groceries,3438.47,14,26,483.67,14%
5ac3d835,13-07-24,South,Groceries,927.94,19,15,1146.11,124%
264c8fff,28-10-24,West,Sports,4744.73,49,4,327.16,7%
bac9cae3,14-11-23,North,Clothing,2201.39,23,12,1543.25,70%
02782a9f,20-05-24,East,Electronics,3927.98,30,37,163.81,4%
c2623b58,22-02-24,West,Clothing,2923.31,43,14,234.79,8%
6ddc5f2c,25-01-23,South,Electronics,2160.75,41,39,222.18,10%
b7e252f4,11-08-23,North,Groceries,2011.06,22,50,1499.53,75%
249a2b94,05-07-24,South,Electronics,4861.18,41,4,534.63,11%
68fb13d0,16-06-23,South,Electronics,995.32,1,17,1047.35,105%
cfa7483b,15-08-24,South,Furniture,3205.86,22,22,1924.70,60%
776cc4bb,18-04-24,West,Groceries,4656.05,4,34,1821.29,39%
3f0ebd0c,25-03-24,West,Groceries,4144.73,25,32,1807.07,44%
352fced6,07-07-24,West,Furniture,2296.70,1,17,34.88,2%
1c98e447,06-12-22,West,Clothing,2067.65,15,35,1117.82,54%
0c4bed9a,03-11-23,South,Sports,3804.41,24,50,606.65,16%
74d965a8,03-02-24,East,Furniture,3229.81,41,28,1143.74,35%
991e252f,23-03-23,North,Furniture,1049.82,45,9,411.38,39%
20997b6d,08-12-23,South,Electronics,4796.45,1,14,1877.74,39%
6a9d04f1,24-12-22,West,Clothing,156.85,13,34,1837.33,1171%
97f5ad59,10-08-24,South,Sports,3001.04,27,48,109.42,4%
80511009,19-05-24,West,Groceries,2168.68,46,18,252.03,12%
fd4bdfb8,17-11-22,East,Clothing,3794.43,5,21,1181.53,31%
e657820a,17-09-24,East,Electronics,2399.98,44,43,857.03,36%
b0721aa0,31-03-24,North,Electronics,4331.61,37,48,1822.77,42%
39106f4e,07-07-24,East,Electronics,2795.92,12,4,362.45,13%
94534b38,22-11-23,North,Clothing,3928.68,9,18,1894.16,48%
bbbb2003,20-02-23,North,Clothing,1765.10,42,18,709.48,40%
4ee04041,14-12-23,North,Groceries,2760.27,14,40,183.57,7%
8950c14c,09-08-24,West,Groceries,4469.47,12,43,252.99,6%
113fd088,23-08-23,North,Clothing,4597.95,41,37,462.82,10%
e9ccca0e,20-10-24,South,Electronics,4079.61,41,11,1406.79,34%
eab122a0,12-09-23,East,Sports,3438.73,26,8,53.56,2%
0d0d4ade,28-05-23,South,Furniture,2110.96,26,43,489.13,23%
1365d9a7,25-01-23,North,Electronics,2876.94,5,4,1028.77,36%
42d24cb3,12-10-24,North,Furniture,3041.41,24,33,668.22,22%
b9d4fa36,30-10-23,West,Electronics,389.13,14,22,118.73,31%
07f44f96,10-09-23,South,Sports,596.21,39,15,1136.15,191%
fdab6bcc,27-06-24,South,Furniture,2431.70,24,18,866.99,36%
a0385a80,04-10-23,South,Sports,428.42,28,49,141.13,33%
45062fe9,24-07-23,South,Clothing,4670.37,22,3,306.32,7%
7038541c,26-09-24,South,Clothing,196.22,15,12,1957.85,998%
c32c8c66,03-09-24,North,Groceries,3188.13,12,14,1446.21,45%
f8feab66,12-10-23,West,Clothing,4875.21,17,25,1769.25,36%
10cef61f,20-07-23,South,Clothing,3022.99,41,21,139.22,5%
c50c0cde,21-06-24,West,Furniture,4185.13,14,9,1080.90,26%
7e924b52,22-02-24,East,Furniture,2000.04,29,31,578.14,29%
507c1338,05-02-23,West,Clothing,1569.07,17,8,65.24,4%
93189b4e,27-01-23,East,Electronics,2031.19,38,13,1624.56,80%
3ab02333,13-11-23,East,Sports,1612.50,16,42,381.13,24%
1df964ef,18-06-23,North,Furniture,416.74,47,16,804.14,193%
777100f7,23-02-24,East,Furniture,4100.54,39,42,207.93,5%
6458c488,28-11-22,North,Electronics,2927.75,24,37,898.04,31%
33aa30ae,23-04-23,East,Sports,3693.84,48,32,1371.56,37%
de08dabf,05-12-22,West,Groceries,2904.06,48,29,1427.41,49%
e0e9a920,02-09-23,East,Sports,3204.02,4,19,1514.50,47%
39525927,02-11-23,North,Furniture,1947.12,22,4,1967.15,101%
8533f5b1,19-05-24,South,Electronics,1594.33,22,3,194.61,12%
1519d1a5,24-01-24,South,Groceries,3684.90,31,29,829.81,23%
969aaefc,26-11-23,South,Furniture,741.61,37,29,1528.55,206%
14f8bcfd,01-07-24,West,Groceries,3291.15,38,43,1654.57,50%
cb4e26a8,09-01-24,East,Groceries,3384.12,14,11,1049.88,31%
14ed0a45,11-01-24,South,Sports,1685.37,47,39,577.51,34%
2aa4c75a,02-05-23,South,Groceries,295.68,7,48,1533.66,519%
993bbf51,23-09-23,North,Groceries,923.51,17,24,441.64,48%
b19c1e3d,05-01-23,North,Groceries,1847.67,44,44,479.80,26%
3cc56fde,05-05-24,South,Electronics,2175.17,2,48,197.95,9%
abf7d1a6,26-08-23,North,Furniture,3731.26,48,13,321.78,9%
265cbc73,17-09-23,South,Clothing,2385.91,10,23,212.65,9%
6e543593,23-02-24,North,Groceries,4033.79,25,18,948.57,24%
4ae53e88,05-02-23,West,Groceries,2413.12,39,41,283.54,12%
1a55cbb4,01-11-23,South,Groceries,3072.55,18,18,1996.48,65%
43d4aace,01-12-22,South,Electronics,2703.74,16,47,1354.89,50%
5e1005c7,26-10-23,North,Sports,1265.89,38,45,379.23,30%
21b2b176,04-02-24,North,Groceries,2168.01,9,30,1220.45,56%
fd95b1bb,09-12-23,South,Groceries,2985.88,50,36,60.30,2%
ac192fbb,03-03-23,East,Electronics,299.90,5,24,1239.52,413%
14860d6b,08-08-23,East,Electronics,3990.58,31,44,1035.93,26%
acf10791,24-10-24,North,Groceries,3933.66,2,27,683.06,17%
017feebb,08-08-23,North,Electronics,365.62,38,2,1035.03,283%
5b6d09de,25-05-23,West,Furniture,3123.34,10,9,1433.05,46%
d709aed6,07-06-24,South,Clothing,3384.89,47,45,946.11,28%
4b8b56e3,14-05-23,South,Sports,3395.27,29,28,1395.92,41%
ea2c253e,22-11-23,South,Electronics,2156.92,20,34,183.51,9%
10aa818e,18-10-23,West,Furniture,2709.84,6,47,727.32,27%
5781025d,23-09-23,West,Clothing,4696.13,27,39,270.30,6%
4.7E+69,02-07-24,East,Sports,1033.66,9,32,646.05,63%
dfdc1901,14-03-23,South,Furniture,3869.89,5,12,718.54,19%
a093f46b,12-08-23,North,Groceries,3098.01,6,8,700.82,23%
ef278215,07-07-23,North,Electronics,2439.68,38,33,1647.74,68%
a004934d,15-12-22,West,Furniture,842.81,40,19,583.15,69%
ca592379,09-04-23,East,Furniture,2458.19,34,4,1909.00,78%
4b136343,28-11-22,North,Furniture,975.06,39,24,737.78,76%
5bcefb32,05-09-23,South,Sports,3202.73,24,33,539.78,17%
1bd65c9f,18-03-24,East,Furniture,2594.16,33,16,1914.86,74%
15553ac3,12-02-24,West,Furniture,2210.71,38,20,1818.17,82%
6ef6535e,03-08-23,North,Electronics,4415.93,28,46,1028.93,23%
1615c244,20-03-24,East,Groceries,2247.70,18,28,742.35,33%
4903f67e,05-06-24,South,Clothing,4664.69,11,42,915.10,20%
1287d885,20-10-24,West,Groceries,2945.18,28,11,1167.69,40%
27d4561b,27-09-23,West,Clothing,4648.06,27,26,896.94,19%
f434983a,19-11-22,South,Clothing,4686.30,14,28,377.92,8%
8511d343,13-08-23,East,Furniture,2365.87,21,12,1126.51,48%
e37444f1,05-10-23,North,Groceries,4883.65,16,9,1926.65,39%
cbf827e8,05-02-24,North,Clothing,1705.34,49,46,145.30,9%
5d590c5b,22-03-24,East,Sports,218.36,31,35,1777.78,814%
3aa8fceb,10-07-23,North,Electronics,3098.37,18,41,892.04,29%
082cd281,27-11-23,North,Furniture,4189.37,31,49,1436.10,34%
32026de9,02-07-23,South,Groceries,3375.39,5,50,819.64,24%
12b0b34d,24-09-24,South,Electronics,1083.97,27,33,1074.57,99%
3d832a6a,13-09-24,North,Sports,2160.83,37,8,620.03,29%
3f88c231,27-01-23,West,Clothing,2904.24,2,0,1792.12,62%
4474c683,31-10-23,South,Electronics,1030.46,13,49,218.93,21%
6fbc26b6,28-12-23,South,Groceries,158.47,4,34,563.86,356%
e3eaaaf6,26-03-24,South,Clothing,1754.40,41,32,1114.87,64%
f2771f71,16-04-24,South,Groceries,4684.06,46,41,1707.46,36%
390f836a,17-12-22,East,Electronics,2555.45,27,17,1564.32,61%
def2f5b5,04-09-23,West,Sports,478.06,7,6,391.37,82%
7d6589fd,21-01-24,North,Clothing,2308.26,46,33,126.21,5%
051ad014,25-06-24,West,Furniture,1204.35,42,41,376.23,31%
0a76319c,16-07-23,West,Sports,1932.77,6,39,62.83,3%
6522ae46,13-04-23,South,Furniture,472.00,19,9,1820.79,386%
e392b31b,11-05-24,East,Furniture,4419.55,6,44,356.85,8%
2d782cee,13-07-23,West,Electronics,3340.40,11,46,523.11,16%
a6a05d8c,25-12-22,East,Clothing,3103.48,35,23,921.38,30%
e46cba22,06-02-23,West,Furniture,3124.03,35,23,1988.58,64%
879c3c69,07-12-22,South,Electronics,291.29,7,38,859.53,295%
7c14242b,20-12-23,East,Furniture,1349.70,9,5,1855.37,137%
84458bba,24-04-24,South,Groceries,2340.40,23,9,267.12,11%
fdb9bac4,15-09-24,North,Groceries,483.42,5,13,246.80,51%
89d9e400,24-12-23,North,Sports,1805.34,46,16,1309.87,73%
df4d99ed,25-08-23,South,Furniture,2218.31,50,42,1682.52,76%
fd51990b,27-10-23,West,Sports,1281.56,24,42,356.00,28%
110b2c47,29-11-23,East,Groceries,3111.43,43,11,1835.81,59%
5e674fa3,25-07-24,East,Electronics,3090.30,20,18,1323.39,43%
788483c3,29-03-24,North,Clothing,193.72,19,0,1875.33,968%
674dc720,09-06-24,East,Electronics,1380.42,31,37,828.30,60%
38d7c37e,04-10-23,East,Clothing,1770.52,25,0,1129.96,64%
e3ccefb7,03-11-24,East,Clothing,4834.11,25,49,902.53,19%
406715df,02-01-24,South,Groceries,1407.67,21,24,1914.05,136%
e0aaaced,25-01-23,South,Furniture,2969.14,26,19,1949.21,66%
ac794381,09-03-24,North,Clothing,1980.80,26,42,430.37,22%
85ead985,09-01-24,West,Clothing,3133.56,9,26,885.18,28%
38e8333f,15-05-24,West,Clothing,3753.24,18,18,210.34,6%
78bae502,25-03-24,North,Sports,341.79,34,19,1350.66,395%
65763a84,28-07-23,North,Sports,1604.17,16,50,1924.99,120%
6b913dd6,10-12-23,North,Electronics,4084.47,46,19,273.30,7%
25146a28,03-07-23,West,Furniture,73.32,36,37,1360.99,1856%
47b873d9,18-04-24,East,Furniture,1143.41,19,43,488.64,43%
87abfebe,20-02-23,North,Sports,4698.15,50,19,1982.02,42%
9de9b7bb,07-06-23,North,Clothing,1850.43,29,33,1976.42,107%
f24813ba,11-09-23,East,Furniture,4458.95,45,8,95.81,2%
1606466d,05-12-23,South,Clothing,543.49,25,31,1293.48,238%
4bd5637b,30-08-24,East,Sports,3114.27,18,6,698.55,22%
d246d74e,05-02-23,East,Clothing,2610.38,19,6,1655.31,63%
4e169aa9,15-01-23,West,Sports,780.51,4,34,1223.19,157%
f4087cc1,02-08-24,East,Groceries,4457.39,34,48,1086.86,24%
9f2414c1,20-11-22,North,Sports,3373.23,2,0,910.24,27%
60890709,13-01-23,North,Electronics,835.14,29,1,588.48,70%
802a10ff,31-07-23,East,Electronics,1841.91,13,38,1852.78,101%
4a45546f,18-10-23,West,Clothing,1956.95,22,42,347.15,18%
770ddd16,29-03-24,East,Groceries,3402.62,7,7,1336.57,39%
370f2982,12-11-23,South,Sports,4385.29,33,36,350.61,8%
5b307653,11-06-23,North,Clothing,3316.22,29,47,1660.38,50%
561a9ab4,28-09-23,East,Electronics,287.84,34,28,1417.07,492%
82ec6c66,09-12-22,North,Clothing,2007.34,10,30,1525.15,76%
cedbd5b0,30-03-24,East,Clothing,2899.55,8,30,857.31,30%
e803450f,18-01-23,South,Clothing,1109.91,3,49,998.32,90%
1b643d02,28-02-23,East,Furniture,3249.52,33,5,1233.76,38%
bb042818,17-12-22,East,Clothing,313.55,47,3,979.63,312%
d0521c96,25-08-23,West,Electronics,633.81,6,14,1024.85,162%
bf081dd1,16-04-24,East,Clothing,122.09,31,4,1324.66,1085%
84e93882,21-11-22,East,Clothing,263.75,50,22,423.34,161%
5b767ebc,04-04-24,West,Sports,1977.19,29,27,1282.01,65%
23b6e211,11-12-23,West,Sports,1225.35,43,19,1479.16,121%
067c81eb,26-09-23,East,Groceries,4593.26,15,48,665.86,14%
dcfa2a73,31-07-24,South,Sports,1443.35,27,31,909.94,63%
dbc8de6d,08-07-23,West,Sports,3459.00,42,43,1795.80,52%
32c04dfb,12-07-23,South,Sports,205.22,11,1,1910.25,931%
dc228f34,14-01-23,West,Sports,3771.41,30,30,1729.39,46%
1f7ebfa5,06-11-24,North,Electronics,644.43,18,0,208.35,32%
91ea6173,18-03-23,East,Electronics,2477.85,26,44,334.53,14%
e0927051,29-08-24,South,Groceries,3962.28,26,33,913.97,23%
9be8ec7f,04-08-23,West,Electronics,1502.71,22,0,309.07,21%
7aa69748,19-12-23,South,Groceries,1662.68,4,43,88.64,5%
9a7ae478,11-11-24,West,Sports,1679.22,8,38,848.04,51%
ba41e8d7,27-06-24,West,Sports,723.65,8,8,1834.39,253%
fde55f66,11-06-24,West,Furniture,4560.44,12,14,296.12,6%
38f75b4a,28-04-23,South,Sports,1620.78,22,43,1385.67,85%
7393ca2a,08-11-24,East,Clothing,3028.27,43,31,1123.36,37%
2e4c3c83,31-08-23,West,Furniture,196.91,42,34,1468.80,746%
b7cb560f,29-11-23,North,Furniture,2069.86,18,37,855.29,41%
8e4670ff,06-04-24,South,Clothing,812.23,22,1,1410.54,174%
c5a66258,24-08-23,South,Groceries,2211.25,18,22,1095.67,50%
e62baed7,26-10-24,South,Sports,3570.74,38,33,47.63,1%
e9fb3e96,13-02-23,North,Electronics,3207.86,44,49,1218.68,38%
488ae2d5,28-12-22,West,Sports,2039.56,33,39,1562.37,77%
39b78d05,12-03-24,East,Sports,2649.90,27,46,1833.96,69%
ee60e9ae,26-08-23,North,Sports,174.07,20,50,217.89,125%
39125b27,09-07-23,East,Electronics,2988.61,8,16,820.98,27%
7dbf44bf,22-11-23,North,Electronics,4191.72,8,44,1265.89,30%
79415639,09-10-24,East,Groceries,852.20,37,0,1345.09,158%
14e154ff,14-05-24,West,Sports,688.26,50,43,544.17,79%
1a0e90a4,23-07-24,South,Sports,2957.13,32,34,571.13,19%
5f0700f2,04-06-24,West,Clothing,1675.56,49,33,865.34,52%
59310f14,10-03-23,South,Clothing,1180.16,46,21,801.23,68%
4f25f098,04-01-24,North,Groceries,3243.95,22,4,1114.55,34%
d82e9c7a,16-04-23,South,Groceries,4488.05,3,36,1551.14,35%
79811939,29-11-22,North,Groceries,2607.59,42,47,71.47,3%
9125322c,15-10-24,North,Groceries,2766.22,36,25,1983.99,72%
675425a4,21-10-24,North,Electronics,1367.77,20,24,740.59,54%
9b5a7ee1,16-11-22,East,Groceries,4585.67,48,25,1799.14,39%
e6496f7b,06-12-23,North,Electronics,1060.88,47,17,1789.34,169%
ec0b2ec0,22-01-23,West,Electronics,182.52,18,32,1002.95,550%
5ed02df2,11-09-23,North,Electronics,3866.84,46,21,1505.37,39%
e700b0dd,13-06-23,North,Electronics,1384.32,12,6,583.66,42%
47408bc4,05-01-23,East,Sports,4839.11,23,13,1845.77,38%
18e46223,31-07-23,East,Furniture,2219.03,17,33,1740.26,78%
b45e9f19,03-07-23,West,Furniture,3675.38,3,21,1356.00,37%
c56f82ac,09-08-23,East,Groceries,3575.50,40,20,1080.63,30%
646ca912,05-10-24,North,Groceries,4753.61,46,13,1180.38,25%
66a1695e,30-01-24,North,Electronics,3571.32,26,21,1059.25,30%
5ed6e766,16-06-23,East,Sports,597.54,15,29,101.44,17%
b3471ad4,02-03-23,East,Groceries,1913.85,44,26,200.84,10%
320696f5,27-05-23,South,Furniture,209.82,12,14,665.03,317%
13a2236b,18-08-23,West,Groceries,1418.59,45,1,656.65,46%
09f98450,03-04-23,East,Sports,1125.48,12,43,1161.80,103%
a00b246a,27-11-22,East,Clothing,2201.81,48,20,1394.56,63%
06d6a538,06-07-24,South,Sports,1325.43,20,40,1203.69,91%
